signal_date,regime,nifty,sma50,vix,symbol,data_error,strict_action,price,rsi,vol_ratio,atr_pct,trend,p1,er1,median1,p3,er3,median3,p5,er5,median5,analogs,quality,score,stop,target1,target2,rr1,rr2,STRICT_V6_3_2_trade,STRICT_V6_3_2_failed,STRICT_V6_3_2_p3,STRICT_V6_3_2_p5,STRICT_V6_3_2_er3,STRICT_V6_3_2_er5,STRICT_V6_3_2_rr1,STRICT_V6_3_2_rr2,STRICT_V6_3_2_quality,STRICT_V6_3_2_trend,STRICT_V6_3_2_rsi,STRICT_V6_3_2_regime,BALANCED_trade,BALANCED_failed,BALANCED_p3,BALANCED_p5,BALANCED_er3,BALANCED_er5,BALANCED_rr1,BALANCED_rr2,BALANCED_quality,BALANCED_trend,BALANCED_rsi,BALANCED_regime,MODERATE_trade,MODERATE_failed,MODERATE_p3,MODERATE_p5,MODERATE_er3,MODERATE_er5,MODERATE_rr1,MODERATE_rr2,MODERATE_quality,MODERATE_trend,MODERATE_rsi,MODERATE_regime
2026-08-10,FAVORABLE,24583.80078125,24004.47796875,12.25,AMBUJACEM,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,FAVORABLE,24583.80078125,24004.47796875,12.25,ACC,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,FAVORABLE,24583.80078125,24004.47796875,12.25,BPCL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,FAVORABLE,24583.80078125,24004.47796875,12.25,IOC,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-10,FAVORABLE,24583.80078125,24004.47796875,12.25,HAVELLS,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,RELIANCE,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,HDFCBANK,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ICICIBANK,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,BHARTIARTL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,TCS,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,INFY,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ITC,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,SBIN,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,LT,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,AXISBANK,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,KOTAKBANK,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,M&M,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,HINDUNILVR,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,BAJFINANCE,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,MARUTI,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,SUNPHARMA,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,HCLTECH,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,NTPC,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,TITAN,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ADANIENT,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ULTRACEMCO,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ONGC,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,POWERGRID,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,TATASTEEL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,JSWSTEEL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,COALINDIA,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ADANIPORTS,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,BAJAJFINSV,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,WIPRO,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,NESTLEIND,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,TECHM,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,ASIANPAINT,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,BEL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,TRENT,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,GRASIM,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,HINDALCO,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,EICHERMOT,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,SHRIRAMFIN,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-11,FAVORABLE,24471.69921875,24026.2599609375,11.859999656677246,VEDL,Insufficient clean feature history,DATA_ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
