selection,horizon,observations,win_rate,average_net_return,median_net_return,average_gross_return,average_winner,average_loser,profit_factor,best,worst
ALL_CANDIDATES,1,818,0.36185819070904646,-0.0029159115919688786,-0.003543261718224887,-0.0014159115919688784,0.007613082159189751,-0.00888637548151477,0.4857995015970016,0.04707363145720894,-0.04278584494878129
ALL_CANDIDATES,3,700,0.35285714285714287,-0.004385918303146976,-0.005106855953426357,-0.0028859183031469744,0.012350895148995822,-0.013511730494491947,0.4984093855266239,0.11348850396916182,-0.05598721311743632
ALL_CANDIDATES,5,582,0.3436426116838488,-0.005627072665968799,-0.007003821917569262,-0.004127072665968798,0.016939962521166793,-0.017442274334626178,0.5084824464440061,0.14266473974992172,-0.0732694882017732
