symbol,price,rsi,vol_ratio,atr_pct,trend,p1,er1,median1,p3,er3,median3,p5,er5,median5,analogs,quality,score,stop,target1,target2,rr1,rr2,valid_return,valid_probability,valid_rr,valid_quality,valid_trend,not_extreme,trade,watch,action
TITAN,4821.0,35.56789476844054,1.1802720022578874,0.016085686388913455,-0.022123024913498934,0.4335557302350345,0.00035224528534672585,-0.0023052533193825275,0.5687040477144895,0.008072293513574141,0.01436586492741232,0.6575504948066673,0.018700676490967943,0.02423697713647599,22,0.8453522291994313,0.20079122489978488,4704.6763588785725,4890.257834815055,4937.84646677495,0.5953891586213157,1.0044945777873058,True,True,False,True,False,True,False,True,WATCH
BOSCHLTD,48000.0,55.318487471365394,0.47207514433575637,0.02374033967687211,0.06747988247810954,0.4669762603128506,0.0013880962159945845,-0.0012795649904552842,0.5982096893379558,0.008445957096472364,0.006106049702541028,0.7332859701848417,0.013290426267343555,0.016953870572162133,22,0.856670296066694,0.33043588081890973,46290.6955432652,48405.40594063067,48813.785787463785,0.23717596887630968,0.4760917718651018,True,True,False,True,True,True,False,False,REJECT
DIVISLAB,9379.0,63.138382606300695,0.9784185746420736,0.020737429443394424,0.1104406807084104,0.5986759605791488,0.003903876473854834,0.0023306889682624954,0.5000459703037381,0.007968645393223893,0.0006087845826469596,0.49754196742974055,0.011611249376735779,-0.0038402862721388376,22,0.8482858515897123,0.27018963152374426,9087.255473875606,9453.737925143047,9491.548,0.2561759294540453,0.3857758755412348,True,False,False,True,True,True,False,False,REJECT
SUNPHARMA,1853.0999755859375,40.37531109493177,1.0990581103029042,0.01569739811700478,-0.03611789461883619,0.7323956440837671,0.0055523302541155015,0.005030040313321216,0.7799450578306651,0.009425547580666117,0.006206692895634802,0.866823795815585,0.009119676569166155,0.009265298329113159,22,0.838090304748067,0.263504087240981,1809.466703484861,1870.566457577554,1875.3371752929688,0.4003019061040261,0.50963860000045,True,True,False,True,False,True,False,False,REJECT
HAVELLS,1095.199951171875,23.433060570045683,0.42377895706142965,0.02301155384520373,-0.1019786080508377,0.6423626742033178,0.0018851867752751126,0.002844899133284784,0.5571406384467742,0.011549208441709242,0.003621693128130099,0.7814376160186077,0.02049356255656843,0.019184789219185427,22,0.7882980721328114,0.18736472668973797,1057.396572200391,1107.8486436933088,1117.6444998831666,0.3345915858731818,0.5937180570081326,True,True,False,True,False,True,False,False,REJECT
APOLLOHOSP,8843.0,52.531441978828916,0.8585071019433788,0.01582326325927809,0.0017295460143049723,0.47371471595925563,0.003189446576365763,-0.001329093755028543,0.40893562985236276,0.006703293539349828,-0.001329947874806503,0.6811551668313327,0.012459012073682748,0.011750027963981613,22,0.8601860958823332,0.1837444135049436,8633.112324497306,8902.27722476847,8953.175043767576,0.2824235612048069,0.5249238360646967,True,False,False,True,True,True,False,False,REJECT
GODREJCP,880.5,38.14491241193805,0.6280236552822295,0.021592880075754266,-0.09515936271292913,0.502479275235945,0.008191160275772293,1.5069467303618911e-05,0.554893280172173,0.013982037960177253,0.0007301878351589908,0.546591396092431,0.018317137293153218,0.0019094201557761092,22,0.8339202225381767,0.17404896479390072,851.9812036399476,892.811184423936,896.6282393866214,0.4316866766923168,0.5655301571286856,True,True,False,True,False,True,False,False,REJECT
GRASIM,3192.699951171875,41.62696386698923,0.34403255155834167,0.018586697139952844,-0.009237590217075153,0.7784448057000396,0.0038888244958569097,0.005889054596644461,0.6027365619710027,0.004411183317252566,0.006037019163712687,0.7801636238363676,0.009087907132078379,0.007590907175598183,22,0.8233847094754023,0.13774752974686036,3103.687330595114,3211.974341961084,3231.0123505859374,0.21653548299465666,0.4304153631902484,True,True,False,True,True,True,False,False,REJECT
HINDALCO,985.5,43.655964411369894,1.7412703799843385,0.022908601475078696,-0.015885637107411754,0.5830966701938267,0.0028484595283360063,0.0011364376692113431,0.6838797078550669,0.003543856054361576,0.006889148441651005,0.6350108460299608,0.006818626061993068,0.018544970305658826,22,0.8079128141354788,0.11771323988936366,951.6353598694649,992.2892557892471,1003.7760682362268,0.20048214784144094,0.5396799778701215,True,True,False,True,True,True,False,False,REJECT
AUROPHARMA,1689.9000244140625,57.45564897025706,0.860687898883422,0.02266408827922362,0.046669362548928284,0.36652366972830014,-0.004180403600488023,-0.005229335631929899,0.49644439787751554,0.00015838049676211393,-0.0016361206625830071,0.591963705195045,0.001960323347009542,0.0017166216007182822,22,0.870084243750734,0.09121833037368135,1632.4499594094887,1700.0394245605469,1710.1788247070313,0.17649066446969444,0.3529813289393889,False,False,False,True,True,True,False,False,REJECT
HINDUNILVR,1952.5999755859375,40.51824930506497,0.8495366424070318,0.014771269758953433,-0.047796476660894704,0.4528395336822179,-0.0002759261048950512,-0.0011739957922182187,0.6356058061661974,0.002963857659380539,0.003563858831848399,0.6856566295302312,0.010461541521047465,0.007846139738101998,22,0.8601085905460178,0.0846428404930305,1909.336404129879,1964.3155754394531,1976.0311752929688,0.2707959481665725,0.541591896333145,True,True,False,True,False,True,False,False,REJECT
