ticker,price,atr,atr_pct,rsi,volume_ratio,ext_atr,relative5,trend,p1,p3,p5,pred1,pred3,pred5,ensemble_probability,ensemble_return,score,tier,turnover_cr,entry_low,entry_high,stop,target1,target2,risk_pct,rr1,rr2,action,holding_period,shares,position_value,max_loss,date
KOTAKBANK,423.70001220703125,7.617038794287803,1.797743350209278,74.16225985625397,1.8461167871409272,3.1179212356081005,5.503503249262964,True,0.42115027829313545,0.39622641509433965,0.28125,-0.23768726313825395,-0.6206808080560334,-0.9207052162912583,0.3724670839605139,-0.6190882011312838,-0.14164042289003062,WATCHLIST,803.0351587958862,309.44443029271423,461.7852061784703,-528.429837078944,426.24221228027346,427.93701232910155,224.7179187761597,0.0026700140481349718,0.004450023413558287,WATCH / WAIT,1-3 sessions,0,0.0,0.0,2026-08-30 15:10 IST
EICHERMOT,8059.0,125.50902074125602,1.5573771031301156,60.93546086829603,0.9964386190298082,0.681453274437992,0.9265531164829977,True,0.45714285714285713,0.4591947769314472,0.42585551330798477,-0.2076587258040418,-0.41710716055225106,-0.6669608871336437,0.4504495770678636,-0.4376809052479574,-0.15956981036764997,WATCHLIST,271.5939413,6176.36468888116,8686.54510370628,-7629.6275926570015,8107.354,8139.59,194.67213789126444,0.003082105156389326,0.005136841927315543,WATCH / WAIT,1-3 sessions,0,0.0,0.0,2026-08-30 15:10 IST
LT,4045.800048828125,54.80256418526392,1.3545544397612435,52.390500521441545,0.6692166523371895,0.12620695228894854,-0.8383693917752733,True,0.47600518806744485,0.4918394353771504,0.45555555555555555,-0.1624107624269493,-0.3281311815344528,-0.6246278122024359,0.4796016159598106,-0.3691112553799479,-0.16585234167065552,WATCHLIST,361.6767228450195,3223.761586049166,4319.812869754444,-2804.5204743298646,4070.074849121094,4086.2580493164064,169.31930497015543,0.003543600655021335,0.005906001091702226,WATCH / WAIT,1-3 sessions,0,0.0,0.0,2026-08-30 15:10 IST
